cat, subCat, img, name, price, ratingScore, ratingCount, pricePerAmount
materialy-budowlane, akcesoria-budowlane, https://images.obi.pl/product/PL/thumb/628418_1.jpg, Fola Folia budowlana czarna 0.30 mm, 109.00 zł, 1, 1, 2.28 zł / m2
materialy-budowlane, akcesoria-budowlane, https://images.obi.pl/product/PL/thumb/612148_1.jpg, Fola Worek budowlany czarny 120 l 5 sztuk, 14.95 zł, 1, 1, 2.99 zł / szt.
materialy-budowlane, akcesoria-budowlane, https://images.obi.pl/product/PL/thumb/564301_1.jpg, Rew-Ton Podstawka do rusztowania kolumnowego, 59.99 zł, 1, 1, 59.99 zł / szt.
materialy-budowlane, akcesoria-budowlane, https://images.obi.pl/product/PL/thumb/638142_1.jpg, Jan Niezbędny Worki budowlane 120l 25 stuk, 44.99 zł, 1, 1, 1.80 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/307920_1.jpg, Rura kanalizacyjna 160-500 mm, 32.99 zł, 5, 1, 65.98 zł / m
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/312142_1.jpg, Rura kanalizacyjna śr. 11 cm dł. 50 cm, 19.99 zł, 4.3, 4, 39.98 zł / m
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/275542_1.jpg, Scala Rura drenarska DN100 dł. 50m, 329.00 zł, 5, 3, 6.58 zł / m
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/662558_1.jpg, Oczyszczalnia ścieków 2000L, 2 599.00 zł, 0, 0, 0
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/479953_1.jpg, Scala Rura drenarska DN100 20 m, 199.00 zł, 0, 0, 9.95 zł / m
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/282580_1.jpg, Drewplast Rura drenarska z geowłókniną SF27 DN 100 50 mb, 629.00 zł, 0, 0, 12.58 zł / m
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/307913_1.jpg, Mufa 110 mm, 13.99 zł, 0, 0, 13.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/312147_1.jpg, Studzienka odwodnieniowa 200x200 mm, 22.99 zł, 0, 0, 22.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/264812_1.jpg, ACO SELF 2.0 Kanał z rusztem ocynk.  50 x 10 x 13 cm, 51.99 zł, 0, 0, 51.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/146675_1.jpg, ACO Ruszt wycieraczki Vario z wypełnieniem z ryflowanej gumy 60 cm x 40 cm, 369.00 zł, 5, 1, 369.00 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/146666_1.jpg, Aco Wanna wycieraczki Vario 60 cm x 40 cm, 159.00 zł, 5, 4, 159.00 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/265416_1.jpg, Scala Kolano drenarskie DN 80, 9.96 zł, 0, 0, 9.96 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/670486_1.jpg, Odpływ podłogowy regulowany prosty 100x100, 53.99 zł, 0, 0, 53.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/265413_1.jpg, Scala Zaślepka drenarska DN 80, 5.46 zł, 0, 0, 5.46 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/662559_1.jpg, Oczyszczalnia ścieków 3000L, 4 899.00 zł, 0, 0, 0
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/265421_1.jpg, Scala Trójnik drenarski DN 80-80, 12.96 zł, 0, 0, 12.96 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/307827_1.jpg, Kolano kanalizacji 110 mm 15 st., 13.99 zł, 5, 1, 13.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/337168_1.jpg, Scala Pokrywa studni PP klasa A15 fi 31.5 cm, 42.99 zł, 5, 1, 42.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/337167_1.jpg, Scala Studnia rewizyjna 1.5x0 315 m z 3 wylotami fi 11 cm, 229.00 zł, 0, 0, 229.00 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/307890_1.jpg, Kolano kanalizacji 160 mm 15 st., 31.99 zł, 0, 0, 31.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/641763_1.jpg, Drewplast Redukcja drenarska 100/kanalizacja 110, 17.99 zł, 0, 0, 17.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/265414_1.jpg, Scala Zaślepka drenarska DN 100, 8.99 zł, 0, 0, 8.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/265417_1.jpg, Scala Kolano drenarskie DN 100, 26.99 zł, 0, 0, 26.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/275565_1.jpg, ACO Hexaline Kanał szczelinowy 1 m, 79.99 zł, 0, 0, 79.99 zł / m
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/264813_1.jpg, ACO SELF 2.0 Skrzynka odpływowa z rusztem ocynk.  50 x 13 x 30 cm, 289.00 zł, 0, 0, 289.00 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/307826_1.jpg, Denko mufy 160mm, 14.99 zł, 0, 0, 14.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/307922_1.jpg, Trójnik kanalizacji 110/110 mm 87 st., 24.99 zł, 4, 1, 24.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/312153_1.jpg, Przedłużenie studzienki 200x200 mm, 17.99 zł, 0, 0, 17.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/467539_1.jpg, Aco Trójnik 80 mm, 23.99 zł, 0, 0, 23.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/265411_1.jpg, Scala Mufa drenarska DN 100, 6.99 zł, 0, 0, 6.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/265421_1.jpg, Scala Trójnik drenarski DN 100-100, 20.99 zł, 0, 0, 20.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/285705_1.jpg, Tycner Wpust kanalizacyjny w wyjściem prostym 50 mm, 24.99 zł, 0, 0, 24.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/285728_1.jpg, Tycner Wpust kanalizacyjny z wyjściem bocznym 50 mm, 24.99 zł, 0, 0, 24.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/280987_1.jpg, Kapsułki Sanitar Active - 30 szt., 59.99 zł, 0, 0, 2.00 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/307924_1.jpg, Trójnik kanalizacji 160/160 mm 45 st., 69.99 zł, 0, 0, 69.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/274855_1.jpg, ACO VARIO Mata wycieraczki 60x40 ryps szary, 329.00 zł, 4.8, 4, 329.00 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/670485_1.jpg, Odpływ podłogowy regulowany boczny 100x100, 53.99 zł, 0, 0, 53.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/265410_1.jpg, Scala Mufa drenarska DN 80, 3.76 zł, 0, 0, 3.76 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/307926_1.jpg, Trójnik kanalizacji 160/110 mm 45 st., 56.99 zł, 0, 0, 56.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/307916_1.jpg, Rewizja kanalizacji zewnętrznej 110 mm, 49.99 zł, 0, 0, 49.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/264814_1.jpg, ACO SELF 2.0 Ścianka czołowa pełna 5 x 13 x 10 cm, 13.99 zł, 0, 0, 13.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/264818_1.jpg, ACO EUROMINI Ścianka czołowa z króćcem DN50 20 x 13 x 10 cm, 34.99 zł, 0, 0, 34.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/274854_1.jpg, ACO VARIO Mata wycieraczki 60x40 ryps czarny, 329.00 zł, 4.8, 4, 329.00 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/264817_1.jpg, ACO EUROMINI Ścianka czołowa pełna 5 x 13 x 10 cm, 11.99 zł, 0, 0, 11.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/264815_1.jpg, ACO SELF 2.0 Ścianka czołowa z króćcem DN100 20 x 13 x 10 cm, 36.99 zł, 0, 0, 36.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/146669_1.jpg, ACO Ruszt wycieraczki Vario ocynkowany 60 cm x 40 cm, 119.00 zł, 5, 4, 119.00 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/149119_1.jpg, Gutta Izolacja pozioma Guttabau 25 cm x 25 m, 24.99 zł, 3.5, 2, 24.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/527852_1.jpg, Fola Geowłóknina 1 m x 10 m, 59.99 zł, 3, 1, 6.00 zł / m2
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/264816_1.jpg, ACO EUROMINI Kanał z rusztem ocynk.  100 x 13 x 6 cm, 49.99 zł, 3, 2, 49.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/275542_1.jpg, Scala Rura drenarska DN80 dł. 50m, 218.00 zł, 0, 0, 4.36 zł / m
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/307915_1.jpg, Redukcja kanalizacji 160/110 mm, 24.99 zł, 3, 1, 24.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/595225_1.jpg, Aco Kanał z rusztem ocynkowanym 100 cm do systemu Hexaline 2.0, 57.99 zł, 4.8, 51, 57.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/595223_1.jpg, Aco Kanał z rusztem plastikowym 100 cm do systemu Hexaline 2.0, 44.99 zł, 0, 0, 44.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/595224_1.jpg, Aco Zestaw akcesoriów do systemu Hexaline 2.0 czarny, 31.99 zł, 4.8, 14, 31.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/445333_1.jpg, Aquafor Preparat do szamb i oczyszczalni Biosanit 500 g, 40.99 zł, 4.3, 4, 81.98 zł / kg
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/312151_1.jpg, Pokrywa do studzienki 200x200 mm, 21.99 zł, 0, 0, 21.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/320360_1.jpg, 4IQ Pokrywa okrągła do szamba czarna 74 x 7.4 cm bez klucza, 169.00 zł, 0, 0, 0
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/312149_1.jpg, Kratka do studzienki 200x200 mm, 18.99 zł, 0, 0, 18.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/242751_1.jpg, Ultrament Preparat do iniekcji Suchy Mur 30 kg, 429.00 zł, 4, 1, 14.30 zł / kg
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/146686_1.jpg, Aco Przyłącze z syfonem do systemu ACO Self Mini, 34.99 zł, 0, 0, 34.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/502535_1.jpg, Tabletki do szamb - 6 szt., 49.99 zł, 0, 0, 49.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/275566_1.jpg, ACO Hexaline Element rewizyjny/narożny do kanału szczelinowego, 69.99 zł, 0, 0, 69.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/295637_1.jpg, Biologiczny preparat do szamb i przydomowych oczyszczalni ścieków 1 kg, 54.99 zł, 5, 1, 54.99 zł / kg
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/146665_1.jpg, Aco Nadstawka wpustu ogrodowego do systemy ACO Self, 119.00 zł, 0, 0, 119.00 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/242750_1.jpg, Ultrament Preparat do iniekcji Suchy Mur 5 kg, 139.00 zł, 0, 0, 27.80 zł / kg
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/445334_1.jpg, Aquafor Preparat do szamb i oczyszczalni Biosanit 250 g, 30.99 zł, 0, 0, 123.96 zł / kg
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/104333_1.jpg, Biolatrin 395g - preparat do szamb, 32.99 zł, 0, 0, 83.52 zł / kg
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/595222_1.jpg, Aco Narożnik czarny 12.5 cm do systemu Hexaline 2.0, 62.99 zł, 4.6, 5, 62.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/146664_1.jpg, Aco Wpust z rusztem ocynkowanym do systemy ACO Self, 229.00 zł, 0, 0, 229.00 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/386409_1.jpg, Preparat do szamb i oczyszczalni Septonic 71 g, 30.99 zł, 0, 0, 43.65 zł / 100 gr
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/242752_1.jpg, Ultrament Lejek do iniekcji 5 szt., 39.99 zł, 0, 0, 39.99 zł / szt.
materialy-budowlane, odprowadzenia-wody-i-drenaz, https://images.obi.pl/product/PL/thumb/295638_1.jpg, Biologiczny preparat do szamb i przydomowych oczyszczalni ścieków 25 g, 3.99 zł, 5, 1, 15.96 zł / 100 gr
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/650617_1.jpg, Baumaster Tynk mozaikowy kolor BM122 18kg, 68.98 zł, 4.4, 9, 3.84 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/272540_1.jpg, Kreisel Tynk silikatowo-silikonowy dekoracyjny TS07 25 kg, 169.00 zł, 0, 0, 6.76 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/687882_1.jpg, Baumaster Tynk mozaikowy kolor BM 546 15kg, 109.00 zł, 0, 0, 7.27 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/500267_2.jpg, Knauf Ręczny tynk gipsowy Goldband 25 kg, 26.58 zł, 4.8, 14, 1.08 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/540328_1.jpg, Knauf Maszynowy tynk gipsowy MP 75 25 kg, 17.95 zł, 4.7, 3, 0.72 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/265094_3.jpg, Kreisel SISITYNK TS05 25 Tynk silikatowo-silikonowy, 169.00 zł, 5, 1, 6.76 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/563433_2.jpg, Baumaster Tynk mozaikowy kolor BM534 15kg, 109.00 zł, 4.4, 9, 7.27 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/563453_3.jpg, Baumaster Tynk mozaikowy kolor BM122 15kg, 109.00 zł, 5, 1, 7.27 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/563466_2.jpg, Baumaster Tynk mozaikowy kolor BM535 15kg, 109.00 zł, 5, 1, 7.27 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/295226_1.jpg, Kreisel Tynk mineralny Poztynk SZ 062 biały baranek 2 mm 25 kg, 39.99 zł, 5, 2, 1.60 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/535258_1.jpg, Knauf Maszynowy tynk gipsowy MP 75 Leicht 25 kg, 20.58 zł, 4.3, 3, 0, 84 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/687884_1.jpg, Baumaster Tynk mozaikowy kolor BM 549 15kg, 109.00 zł, 0, 0, 7.27 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/665216_1.jpg, Knauf Ręczny tynk gipsowy Goldband 5 kg, 11.99 zł, 0, 0, 2.40 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/687885_1.jpg, Baumaster Tynk mozaikowy kolor BM 551 15kg, 109.00 zł, 0, 0, 7.27 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/690247_1.jpg, Baumaster Tynk mozaikowy kolor BM 546 5 kg, 55.99 zł, 0, 0, 11.20 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/685447_1.jpg, Baumaster Tynk mozaikowy kolor BM535 5kg, 55.99 zł, 4.4, 9, 11.20 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/563454_2.jpg, Baumaster Tynk mozaikowy kolor BM537 15kg, 109.00 zł, 4.4, 9, 7.27 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/265817_1.jpg, Podkład mozaikowy pod tynki strukturalne BAUMASTER 16 kg, 99.99 zł, 5, 1, 6.25 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/200012_1.jpg, Kreisel Podkład tynkarski Tynkolit-T 330 biały 7 kg, 54.99 zł, 0, 0, 7.86 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/687883_1.jpg, Baumaster Tynk mozaikowy kolor BM 548 15kg, 109.00 zł, 0, 0, 7.27 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/500266_1.jpg, Knauf Ręczny tynk gipsowy Rotband 25 kg, 32.58 zł, 4, 2, 1.32 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/265090_1.jpg, Kreisel SISITYNK TS01 25 Tynk silikatowo-silikonowy, 169.00 zł, 0, 0, 6.76 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/507124_3.jpg, Cekol Tynk cementowo-wapienny ZT-02 25 kg, 1.32 zł / szt., 0, 0, 32.99 zł / opakowanie
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/692438_1.jpg, Kreisel Tynk mineralny Poztynk 062 biały baranek 1.5 mm 25 kg, 44.99 zł, 0, 0, 1.80 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/265095_1.jpg, Kreisel SISITYNK TS06 25 Tynk silikatowo-silikonowy, 169.00 zł, 0, 0, 6.76 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/265091_1.jpg, Kreisel SISITYNK TS02 25 Tynk silikatowo-silikonowy, 169.00 zł, 0, 0, 6.76 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/265092_1.jpg, Kreisel SISITYNK TS03 25 Tynk silikatowo-silikonowy, 169.00 zł, 0, 0, 6.76 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/295227_1.jpg, Kreisel Tynk mineralny Poztynk SZ 061 biały drapany 2 mm 25 kg, 41.99 zł, 0, 0, 1.68 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/658327_1.jpg, Kreisel ECO TYNK baranek biały 25 kg, 169.00 zł, 0, 0, 6.76 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/266763_1.jpg, Kreisel Podkład tynkarski Tynkolit-T 330 20 kg, 129.00 zł, 4.8, 4, 6.45 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/685447_1.jpg, Baumaster Tynk mozaikowy kolor BM545 5kg, 55.99 zł, 4.4, 9, 11.20 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/687886_1.jpg, Baumaster Tynk mozaikowy kolor BM 553 15kg, 109.00 zł, 0, 0, 7.27 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/265093_1.jpg, Kreisel SISITYNK TS04 25 Tynk silikatowo-silikonowy, 169.00 zł, 0, 0, 6.76 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/685447_1.jpg, Baumaster Tynk mozaikowy kolor BM534 5kg, 55.99 zł, 4.4, 9, 11.20 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/144830_1.jpg, Knauf Ręczny tynk gipsowy Goldband 10 kg, 21.99 zł, 4.7, 54, 2.20 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/685447_1.jpg, Baumaster Tynk mozaikowy kolor BM122 5kg, 55.99 zł, 4.4, 9, 11.20 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/685447_1.jpg, Baumaster Tynk mozaikowy kolor BM537 5kg, 55.99 zł, 4.4, 9, 11.20 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/144827_1.jpg, Knauf Ręczny tynk gipsowy Rotband 10 kg, 25.99 zł, 4.8, 153, 2.60 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/662857_1.jpg, Knauf Ręczny tynk gipsowy Rotband 5 kg, 13.99 zł, 5, 1, 2.80 zł / szt.
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/563410_1.jpg, Baumaster Tynk mozaikowy kolor BM545 15kg, 109.00 zł, 5, 2, 7.27 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/619799_1.jpg, Atlas Podkładowa masa tynkarska Cerplast 25 kg, 199.00 zł, 0, 0, 7.96 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/619797_1.jpg, Atlas Podkładowa masa tynkarska Cerplast 15 kg, 129.00 zł, 0, 0, 8.60 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/528831_1.jpg, Atlas Podkładowa masa tynkarska Cerplast 10 kg, 97.99 zł, 0, 0, 9.80 zł / kg
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/469985_1.jpg, Cekol Preparat do impregnacji tynku dekoracyjnego PI-01 1 l, 17.96 zł, 0, 0, 17.96 zł / l
tynk-zaprawa-i-cement, tynki, https://images.obi.pl/product/PL/thumb/563464_2.jpg, Baumaster Tynk mozaikowy kolor BM501 15kg, 86.98 zł, 1, 1, 5.80 zł / kg
tynk-zaprawa-i-cement, cement-i-wapno, https://images.obi.pl/product/PL/thumb/637703_1.jpg, Cement Classic Monolit 25 kg, 10.99 zł, 5, 2, 0.44 zł / kg
tynk-zaprawa-i-cement, cement-i-wapno, https://images.obi.pl/product/PL/thumb/541922_1.jpg, Cement CEMII 32 5R 25 kg, 8.49 zł, 0, 0, 0.34 zł / kg
tynk-zaprawa-i-cement, cement-i-wapno, https://images.obi.pl/product/PL/thumb/586495_1.jpg, Wapno hydratyzowane Natura/Classic 20 kg, 33.98 zł, 5, 2, 1.70 zł / kg
tynk-zaprawa-i-cement, cement-i-wapno, https://images.obi.pl/product/PL/thumb/307970_1.jpg, Knauf F+F Cement biały 1.5kg, 12.99 zł, 0, 0, 8.66 zł / kg
tynk-zaprawa-i-cement, cement-i-wapno, https://images.obi.pl/product/PL/thumb/236966_1.jpg, Ceresit Zaprawa szybkowiążąca CX5 5 kg, 30.99 zł, 5, 1, 6.20 zł / kg
