cat, subCat, img, name, price, ratingScore, ratingCount, pricePerAmount
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/636866_1.jpg, Cersit Silikon sanitarny CS 25 cement gray 280 ml, 41.99 zł, 0, 0, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/671537_1.jpg, Soudal Uszczelniacz Green Fix polymer 290 ml, 45.99 zł, 0, 0, 158.59 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/395077_1.jpg, Ceresit Silikon sanitarny CS 25 55 terra 280 ml, 41.99 zł, 4, 1, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/395079_1.jpg, Ceresit Silikon sanitarny CS 25 46 karmel 280 ml, 41.99 zł, 4, 1, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/538575_1.jpg, Ceresit Silikon sanitarny CS 25 7 szary 280 ml, 41.99 zł, 4, 1, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/550753_1.jpg, Ceresit Silikon sanitarny CS 25 44 toffi 280 ml, 41.99 zł, 4, 1, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/395078_1.jpg, Ceresit Silikon sanitarny CS 25 43 bahama 280 ml, 41.99 zł, 4, 1, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/621518_1.jpg, Mapei Silikon Mapesil AC 133 piasek 310 ml, 45.99 zł, 0, 0, 148.36 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/633964_1.jpg, Atlas Silikon sanitarny Silton S 118 jaśminowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/633966_2.jpg, Atlas Silikon sanitarny Silton S 209 kasztanowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/633967_1.jpg, Atlas Silikon sanitarny Silton S 120 toffi 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/633978_2.jpg, Atlas Silikon sanitarny Silton S 124 ciemne wenge 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/633980_1.jpg, Atlas Silikon sanitarny Silton S 136 srebrny 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/633989_1.jpg, Atlas Silikon sanitarny Silton S 203 stalowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634005_2.jpg, Atlas Silikon sanitarny Silton S 022 orzechowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634029_2.jpg, Atlas Silikon sanitarny Silton S 216 czerwony 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634030_2.jpg, Atlas Silikon sanitarny Silton S 024 ciemnobrązowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634031_1.jpg, Atlas Silikon sanitarny Silton S 023 brązowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634404_1.jpg, Sopro Silikon sanitarny betonowo-szary 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634421_1.jpg, Sopro Silikon sanitarny kamienno-szary 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634428_1.jpg, Sopro Silikon sanitarny srebrno-szary 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634436_1.jpg, Sopro Silikon sanitarny beż bahama 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634437_1.jpg, Sopro Silikon sanitarny biały 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634439_1.jpg, Sopro Silikon sanitarny antracyt 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/265696_1.jpg, Ceresit Re-new white 100 ml, 34.99 zł, 0, 0, 349.90 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/637705_1.jpg, Ceresit Klej uniwersalny CX 10 - 850 ml, 45.99 zł, 0, 0, 54.11 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/308205_1.jpg, Knauf Silikon sanitarny ciemno szary 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/308204_1.jpg, Knauf Silikon sanitarny szary 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/308197_1.jpg, Knauf Silikon sanitarny antracyt 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/308199_1.jpg, Knauf Silikon sanitarny czarny 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/308198_1.jpg, Knauf Silikon sanitarny biały 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/308206_1.jpg, Knauf Silikon sanitarny bezbarwny 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/308201_1.jpg, Knauf Silikon sanitarny jasny szary 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/308196_1.jpg, Knauf Silikon sanitarny anemon 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/158544_1.jpg, Soudal Silikon neutralny 280 ml biały, 29.99 zł, 0, 0, 107.11 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/324693_1.jpg, Soudal Silikon neutralny Express 280 ml biały, 44.99 zł, 0, 0, 160.68 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/626190_1.jpg, Soudal Silikon sanitarny Extra biały 280 ml, 35.99 zł, 0, 0, 128.54 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/324246_1.jpg, Knauf Silikon sanitarny bahama beż 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/641646_1.jpg, Expert Line Silikon uniwersalny biały 280 ml, 23.99 zł, 0, 0, 85.68 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/647334_1.jpg, Expert Line Silikon neutralny 280 ml biały, 27.99 zł, 0, 0, 99.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/647335_1.jpg, Expert Line Silikon neutralny 280 ml bezbarwny, 27.99 zł, 0, 0, 99.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/334603_1.jpg, Cersit Silikon sanitarny CS25 marble white 280 ml, 41.99 zł, 0, 0, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/334604_1.jpg, Cersit Silikon sanitarny CS25 brown 280 ml, 41.99 zł, 0, 0, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/334605_1.jpg, Cersit Silikon sanitarny CS25 platinum 280 ml, 41.99 zł, 0, 0, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/334606_1.jpg, Cersit Silikon sanitarny CS25 almontree 280 ml, 41.99 zł, 0, 0, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/334607_1.jpg, Cersit Silikon sanitarny CS25 iron grey 280 ml, 41.99 zł, 0, 0, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/636859_1.jpg, Cersit Silikon sanitarny CS 25 coal 280 ml, 41.99 zł, 0, 0, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/671536_1.jpg, Soudal Uszczelniacz Fix All super mocny 290 ml, 46.99 zł, 0, 0, 162.04 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/395086_1.jpg, Ceresit Silikon sanitarny CS 25 40 jaśmin 280 ml, 41.99 zł, 4, 1, 149.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/450737_1.jpg, Mapei Silikon Mapesil AC 143 cynamon 310 ml, 45.99 zł, 5, 3, 148.36 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/450727_1.jpg, Mapei Silikon Mapesil AC 111 srebrny 310 ml, 45.99 zł, 5, 3, 148.36 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/450734_1.jpg, Mapei Silikon Mapesil AC 131 wanilia 310 ml, 45.99 zł, 5, 3, 148.36 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/450735_1.jpg, Mapei Silikon Mapesil AC 141 karmel 310 ml, 45.99 zł, 5, 3, 148.36 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/450745_1.jpg, Mapei Silikon Mapesil AC 180 mięta 310 ml, 45.99 zł, 5, 3, 148.36 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/450750_1.jpg, Mapei Silikon Mapesil AC 181 zielony 310 ml, 45.99 zł, 5, 3, 148.36 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/571067_1.jpg, Soudal Akryl Firecryl FR 310 ml biały, 69.99 zł, 0, 0, 225,.78 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/621514_1.jpg, Mapei Silikon Mapesil AC 136 brunatny 310 ml, 45.99 zł, 0, 0, 148.36 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/621515_1.jpg, Mapei Silikon Mapesil AC 149 piasek wulkaniczny 310 ml, 45.99 zł, 0, 0, 148.36 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/633971_1.jpg, Atlas Silikon sanitarny Silton S 025 jasnozielony 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/633976_2.jpg, Atlas Silikon sanitarny Silton S 205 kremowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/633977_2.jpg, Atlas Silikon sanitarny Silton S 018 beż pastelowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634001_1.jpg, Atlas Silikon sanitarny Silton S 019 jasnobeżowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634013_2.jpg, Atlas Silikon sanitarny Silton S 213 mandarynkowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634016_1.jpg, Atlas Silikon sanitarny Silton S 212 szarobrązowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634018_2.jpg, Atlas Silikon sanitarny Silton S 214 wrzosowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634020_2.jpg, Atlas Silikon sanitarny Silton S 218 cytrynowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634024_2.jpg, Atlas Silikon sanitarny Silton S 211 cementowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634027_1.jpg, Atlas Silikon sanitarny Silton S 210 kakao 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634429_2.jpg, Sopro Silikon sanitarny beżowy 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634432_1.jpg, Sopro Silikon sanitarny beż jura 310 ml, 57.99 zł, 5, 1, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634433_1.jpg, Sopro Silikon sanitarny anemon 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634435_2.jpg, Sopro Silikon sanitarny brąz 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634440_1.jpg, Sopro Silikon sanitarny jasny beż 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634441_1.jpg, Sopro Silikon sanitarny jaśmin 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634442_1.jpg, Sopro Silikon sanitarny 055 pergamon 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634443_1.jpg, Sopro Silikon sanitarny 056 brąz bali 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634445_1.jpg, Sopro Silikon sanitarny 057 karmel 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634450_1.jpg, Sopro Silikon sanitarny 240 toffi 310 ml, 40.99 zł, 0, 0, 132.23 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634454_1.jpg, Sopro Silikon sanitarny 232 umbra 310 ml, 57.99 zł, 0, 0, 187.07 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/308200_1.jpg, Knauf Silikon sanitarny jasny brąz 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/308203_1.jpg, Knauf Silikon sanitarny manhattan 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/308202_1.jpg, Knauf Silikon sanitarny jaśmin 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/324247_1.jpg, Knauf Silikon sanitarny karmel 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/324248_1.jpg, Knauf Silikon sanitarny ciemny brąz 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/324805_1.jpg, Knauf Silikon sanitarny brąz 280 ml, 54.99 zł, 0, 0, 196.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/615844_1.jpg, Soudal Klej montażowy T-REX super mocny 380 g, 23.99 zł, 3.3, 7, 77.39 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/158541_1.jpg, Soudal Silikon sanitarny 280 ml szary, 30.99 zł, 3, 2, 110.68 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/662295_1.jpg, Soudal Silikon uniwersalny czarny 280 ml, 27.99 zł, 3, 1, 99.97 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/324765_1.jpg, Soudal Akryl 280 ml biały, 10.99 zł, 3, 2, 39.25 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/290959_1.jpg, Ceresit Uszczelniacz akrylowy CS7 biały 280 ml, 10.99 zł, 3, 2, 39.25 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/632532_1.jpg, Fischer Kotwa chemiczna FIP C 300T 300 ml, 31.90 zł, 2.7, 3, 106.34 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/646958_1.jpg, Lux Kostki do układania silikonu 4szt., 15.99 zł, 0, 0, 15.99 zł / szt.
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/468892_1.jpg, Soudal Środek do usuwania silikonu 100 ml, 49.99 zł, 5, 7, 499.90 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/324769_1.jpg, Soudal Akryl do tynków 280 ml biały, 18.99 zł, 0, 0, 67.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/537212_1.jpg, Soudal Aplikator do kartuszy 3 sztuki, 2.67 zł, 0, 0, 0.89 zł / szt.
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/644586_1.jpg, Szpachelki do silikonu 4 szt., 25.99 zł, 0, 0, 25.99 zł / szt.
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/687693_1.jpg, Pattex Silikon naprawczy renowator Re-New (do łazienek lub toalet lub korytarzy) biały, 37.99 zł, 0, 0, 0.48 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/603446_1.jpg, Soudal Klej do folii budowlanej Vapouresal 310 ml, 43.99 zł, 0, 0, 141.91 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/322875_1.jpg, Dragon Pro Zmywacz do silikonu 1 l, 38.99 zł, 0, 0, 38.99 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/324776_1.jpg, Soudal Super klej do glazury i terakoty 24A 280 ml, 19.99 zł, 4, 1, 71.40 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/339908_1.jpg, Expert Line Uszczelniacz akrylowy do płyt G-K biały 280 ml, 15.99 zł, 0, 0, 57.11 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/687692_1.jpg, Pattex Silikon naprawczy renowator Re-New (do łazienek lub toalet lub korytarzy) biały, 42.99 zł, 0, 0, 0.16 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/571071_1.jpg, Soudal Klej do blach 290 ml bezbarwny, 44.99 zł, 0, 0, 155.14 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/659558_1.jpg, Soudal Akryl sanitarny 280 ml, 18.99 zł, 2, 1, 67.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/641593_1.jpg, Soudal Klej do dachówek Colodach 280 ml, 25.99 zł, 0, 0, 92.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/669909_1.jpg, Lux Paca do fug 150 mm, 7.99 zł, 0, 0, 7.99 zł / szt.
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/683865_1.jpg, Soudal Końcówka mieszająca do kotew 5szt., 8.46 zł, 0, 0, 1.70 zł / szt.
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/571064_1.jpg, Soudal Klej do blach 290 ml szary, 44.99 zł, 0, 0, 155.14 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/603440_2.jpg, Soudal Klej do blach 290 ml, 44.99 zł, 0, 0, 155.14 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/621519_1.jpg, Mapei Silikon Mapesil AC 174 tornado 310 ml, 45.99 zł, 0, 0, 148.36 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/669910_1.jpg, Lux Paca do fug 200 mm, 8.99 zł, 0, 0, 8.99 zł / szt.
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/669911_1.jpg, Lux Paca do fug 300 mm, 12.99 zł, 0, 0, 12.99 zł / szt.
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/571066_1.jpg, Soudal Klej do blach 290 ml brązowy, 44.99 zł, 0, 0, 155.14 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634008_2.jpg, Atlas Silikon sanitarny Silton S 217 szmaragdowy 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/634022_1.jpg, Atlas Silikon sanitarny Silton S 220 awokado 280 ml, 46.99 zł, 0, 0, 167.83 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/656081_1.jpg, Stone Master Klej hybrydowy Concrete Glue 290 ml, 39.99 zł, 3, 1, 103.42 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/324775_1.jpg, Soudal Uszczelniacz do pieców 280 ml czarny, 29.99 zł, 1, 1, 107.11 zł / l
akcesoria-do-plytek, silikony-i-akryle, https://images.obi.pl/product/PL/thumb/326028_1.jpg, Soudal Akryl do płyt G-K 280 ml biały, 14.99 zł, 1, 1, 53.54 zł / l
tynk-zaprawa-i-cement, stal-budowlana-i-kraty-budowlane, https://images.obi.pl/product/PL/thumb/320152_1.jpg, Kątownik stalowy gładki ZG 40x40x2 mm dł. 3000 mm, 94.96 zł, 0, 0, 31.66 zł / mb
tynk-zaprawa-i-cement, stal-budowlana-i-kraty-budowlane, https://images.obi.pl/product/PL/thumb/543836_1.jpg, Mata zbrojeniowa zgrzewana 100x200 cm z kratką 15 x 15 cm, 16.99 zł, 4.3, 3, 16.99 zł / szt.
tynk-zaprawa-i-cement, stal-budowlana-i-kraty-budowlane, https://images.obi.pl/product/PL/thumb/320150_1.jpg, Pręt stalowy żebrowany śr. 6 mm x 3000 mm, 9.46 zł, 0, 0, 3.16 zł / mb
tynk-zaprawa-i-cement, stal-budowlana-i-kraty-budowlane, https://images.obi.pl/product/PL/thumb/260509_1.jpg, Mata zbrojeniowa zgrzewana 100 mm x 100 mm, 14.99 zł, 0, 0, 14.99 zł / szt.
tynk-zaprawa-i-cement, stal-budowlana-i-kraty-budowlane, https://images.obi.pl/product/PL/thumb/320143_1.jpg, Pręt stalowy gładki śr. 10 mm x 3000 mm, 22.96 zł, 0, 0, 7.66 zł / mb
tynk-zaprawa-i-cement, stal-budowlana-i-kraty-budowlane, https://images.obi.pl/product/PL/thumb/628119_2.jpg, Drut stalowy ocynkowany śr. 0.8 mm x 100 m, 31.99 zł, 0, 0, 31.99 zł / szt.
tynk-zaprawa-i-cement, stal-budowlana-i-kraty-budowlane, https://images.obi.pl/product/PL/thumb/652682_1.jpg, Dystans stropowy zbrojeniowy DSTU 1 - 100 sztuk, 25.99 zł, 0, 0, 25.99 zł / PACZKA
tynk-zaprawa-i-cement, stal-budowlana-i-kraty-budowlane, https://images.obi.pl/product/PL/thumb/626612_3.jpg, Strzemiona budowlane 25 cm x 30 cm - 20 szt, 48.99 zł, 0, 0, 48.99 zł / szt.
tynk-zaprawa-i-cement, stal-budowlana-i-kraty-budowlane, https://images.obi.pl/product/PL/thumb/626613_1.jpg, Strzemiona budowlane 25 cm x 25 cm 20 sztuk, 42.99 zł, 0, 0, 42.99 zł / szt.
tynk-zaprawa-i-cement, stal-budowlana-i-kraty-budowlane, https://images.obi.pl/product/PL/thumb/612574_1.jpg, Siatka do wylewek 1 m x 50 mb, 8.49 zł / m2, 5, 2, 8.49 zł / opakowanie
